"ID","age","workclass","fnlwgt","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
"00384477",20,,34862,"Never-married",,"Own-child","Amer-Indian-Eskimo","Male",0,0,72,"United-States"
"00384577",37,"Self-emp-inc",126675,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States"
"00384677",43,"State-gov",199806,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
"00384777",29,"Private",57596,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
"00384877",44,"Private",103459,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States"
"00384977",28,"Private",282398,"Separated","Tech-support","Unmarried","White","Male",0,0,40,"United-States"
"00385077",38,"Private",298841,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States"
"00385177",45,"Private",33300,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,50,"United-States"
"00385277",22,,306031,"Never-married",,"Own-child","White","Male",0,0,40,"United-States"
"00385377",19,"Private",306467,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
"00385477",20,"Private",189888,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States"
"00385577",60,"Private",83861,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
"00385677",30,"Private",117393,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States"
"00385777",22,"Private",129934,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",0,0,40,
"00385877",51,"Private",179010,"Divorced","Sales","Not-in-family","White","Female",0,0,60,"United-States"
"00385977",31,"Private",375680,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,40,
"00386077",48,"Private",316101,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States"
"00386177",43,"Private",293305,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States"
"00386277",51,"Local-gov",175750,"Divorced","Transport-moving","Unmarried","Black","Male",0,0,40,"United-States"
"00386377",41,"Private",121718,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1848,48,"United-States"
"00386477",62,,94931,"Married-civ-spouse",,"Husband","White","Male",3411,0,40,"United-States"
"00386577",50,"State-gov",229272,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States"
"00386677",46,"Private",142828,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States"
"00386777",54,"Private",22743,"Married-civ-spouse","Transport-moving","Husband","White","Male",15024,0,60,"United-States"
"00386877",68,"Private",76371,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"United-States"
"00386977",23,"Self-emp-not-inc",216129,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States"
"00387077",49,"Private",107425,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States"
"00387177",24,"Private",611029,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
"00387277",30,"Local-gov",363032,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States"
"00387377",38,"Private",170020,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3137,0,45,"United-States"
"00387477",34,"Private",137900,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States"
"00387577",22,"Private",322674,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States"
"00387677",30,"Private",23778,"Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States"
"00387777",61,"Private",147845,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,31,"United-States"
"00387877",36,"Private",175759,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States"
"00387977",51,"Self-emp-inc",166459,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
"00388077",43,"Private",128212,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"Vietnam"
"00388177",54,"Federal-gov",127455,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,48,"United-States"
"00388277",63,"Private",134699,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States"
"00388377",51,"Private",254230,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
"00388477",63,"Self-emp-not-inc",159715,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
"00388577",51,"Local-gov",116286,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
"00388677",27,"Private",146719,"Divorced","Sales","Own-child","White","Female",0,0,35,"United-States"
"00388777",35,"Private",361888,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
"00388877",31,,26553,"Married-civ-spouse",,"Wife","White","Female",0,0,25,"United-States"
"00388977",46,"Self-emp-not-inc",32825,"Separated","Craft-repair","Unmarried","White","Male",0,0,40,"United-States"
"00389077",53,"Private",225768,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States"
"00389177",26,"Federal-gov",393728,"Divorced","Adm-clerical","Own-child","White","Male",0,0,24,"United-States"
"00389277",43,"Private",160369,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
"00389377",39,"Private",191807,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States"
"00389477",50,"Federal-gov",176969,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1590,40,"United-States"
"00389577",54,"Federal-gov",33863,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
"00389677",62,,182687,"Married-civ-spouse",,"Wife","White","Female",0,0,45,"United-States"
"00389777",57,"State-gov",141459,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
"00389877",19,,174233,"Never-married",,"Own-child","Black","Male",0,0,24,"United-States"
"00389977",29,"Local-gov",95393,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States"
"00390077",20,"Private",221095,"Never-married","Craft-repair","Other-relative","Black","Male",0,0,40,"United-States"
"00390177",53,"Private",104501,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States"
"00390277",18,,437851,"Never-married",,"Own-child","White","Male",0,0,40,"United-States"
"00390377",22,,131230,"Never-married",,"Own-child","White","Male",0,0,40,"United-States"
"00390477",23,"Private",495888,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"El-Salvador"
"00390577",69,"Private",185691,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,20,"United-States"
"00390677",56,"Private",201822,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,2002,40,"United-States"
"00390777",53,"Local-gov",549341,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,35,"United-States"
"00390877",28,"Private",247445,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
"00390977",28,"Private",199566,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States"
"00391077",33,"Self-emp-inc",139057,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,84,"Taiwan"
"00391177",48,"Private",185039,"Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States"
"00391277",61,"Private",166124,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00391377",49,"Private",82649,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,45,"United-States"
"00391477",48,"Private",109275,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
"00391577",32,"Private",408328,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00391677",51,"Private",186338,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00391777",27,,130856,"Never-married",,"Not-in-family","White","Male",0,0,40,"United-States"
"00391877",19,"Private",251579,"Never-married","Other-service","Own-child","White","Male",0,0,14,"United-States"
"00391977",47,"Private",76612,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
"00392077",25,"Private",22546,"Never-married","Transport-moving","Own-child","White","Male",0,0,60,"United-States"
"00392177",72,"Private",53684,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States"
"00392277",29,"Private",183627,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
"00392377",22,"Private",73203,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
"00392477",57,"Private",108426,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,48,"England"
"00392577",50,"Private",116287,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,60,"Columbia"
"00392677",45,"Self-emp-inc",145697,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States"
"00392777",52,"Private",326156,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States"
"00392877",53,"Private",201127,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States"
"00392977",36,"Private",250791,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,48,"United-States"
"00393077",46,"Private",328216,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00393177",20,"Private",400443,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States"
"00393277",75,"Private",95985,"Widowed","Other-service","Unmarried","Black","Male",0,0,10,"United-States"
"00393377",32,"Local-gov",127651,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00393477",28,"Private",250679,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00393577",53,"Private",103950,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
"00393677",17,"Private",200199,"Never-married","Sales","Own-child","White","Female",0,0,35,"United-States"
"00393777",46,"State-gov",295791,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States"
"00393877",39,"Private",191841,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States"
"00393977",38,"Private",82622,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States"
"00394077",36,"Private",160728,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States"
"00394177",63,"Local-gov",109849,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,21,"United-States"
"00394277",28,"Private",339897,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"Mexico"
"00394377",28,,37215,"Never-married",,"Own-child","White","Male",0,0,45,"United-States"
"00394477",49,"Private",371299,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States"
"00394577",43,"Private",421837,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico"
"00394677",38,"Private",29702,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
"00394777",39,"Private",117381,"Never-married","Tech-support","Not-in-family","White","Male",0,0,62,"England"
"00394877",42,,240027,"Divorced",,"Not-in-family","Black","Female",0,0,40,"United-States"
"00394977",40,"Private",338740,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
"00395077",45,,28359,"Separated",,"Unmarried","White","Female",0,0,10,"United-States"
"00395177",29,,315026,"Divorced",,"Unmarried","White","Female",0,0,40,"United-States"
"00395277",24,"Federal-gov",314525,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1741,45,"United-States"
"00395377",30,"Private",173005,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States"
"00395477",44,"Private",286750,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States"
"00395577",40,"Private",163985,"Married-civ-spouse","Sales","Husband","White","Male",0,0,24,"United-States"
"00395677",30,"Private",219318,"Never-married","Machine-op-inspct","Other-relative","White","Female",0,0,35,"Puerto-Rico"
"00395777",42,"Private",44121,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States"
"00395877",52,"Self-emp-not-inc",103794,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States"
"00395977",42,"Private",310632,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States"
"00396077",39,"Private",153976,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"United-States"
"00396177",43,"Private",174575,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,45,"United-States"
"00396277",62,"Self-emp-not-inc",82388,"Married-civ-spouse","Craft-repair","Husband","White","Male",10566,0,40,"United-States"
"00396377",30,"Private",207253,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"England"
"00396477",83,,251951,"Widowed",,"Not-in-family","White","Female",0,0,20,"United-States"
"00396577",39,"Private",746786,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States"
"00396677",41,"Private",308296,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,20,"United-States"
"00396777",49,"Private",101825,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,40,"United-States"
"00396877",25,"Private",109009,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00396977",48,"Private",413363,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,2002,40,"United-States"
"00397077",59,,117751,"Divorced",,"Not-in-family","White","Male",0,0,8,"United-States"
"00397177",44,"State-gov",296326,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
"00397277",36,"Private",208358,"Divorced","Handlers-cleaners","Not-in-family","White","Male",4650,0,56,"United-States"
"00397377",40,"Private",120277,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"Ireland"
"00397477",21,"Private",193219,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,35,"Jamaica"
"00397577",41,"Private",86399,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States"
"00397677",24,"Private",215251,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States"
"00397777",67,"Self-emp-not-inc",124470,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States"
"00397877",24,"Private",228649,"Never-married","Adm-clerical","Own-child","White","Male",0,0,38,"United-States"
"00397977",50,"Self-emp-not-inc",386397,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
"00398077",48,"Private",96798,"Divorced","Sales","Not-in-family","White","Male",0,0,35,"United-States"
"00398177",55,,106707,"Married-civ-spouse",,"Husband","Black","Male",0,0,20,"United-States"
"00398277",29,"Private",159768,"Never-married","Machine-op-inspct","Not-in-family","White","Male",3325,0,40,"Ecuador"
"00398377",50,"Private",139464,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,36,"Ireland"
"00398477",64,"State-gov",550848,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
"00398577",49,"Private",68505,"Divorced","Other-service","Not-in-family","Black","Male",0,0,37,"United-States"
"00398677",20,"Private",122215,"Never-married","Other-service","Own-child","Black","Male",0,0,52,"United-States"
"00398777",30,"Private",159442,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
"00398877",37,"Private",80638,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,30,"China"
"00398977",52,"Private",192390,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
"00399077",22,"Private",191324,"Never-married","Protective-serv","Own-child","White","Male",0,0,25,"United-States"
"00399177",77,,147284,"Widowed",,"Not-in-family","White","Female",0,0,14,"United-States"
"00399277",19,"State-gov",73009,"Never-married","Adm-clerical","Own-child","White","Male",0,0,15,"United-States"
"00399377",52,"Private",177858,"Divorced","Craft-repair","Other-relative","White","Male",0,0,55,"United-States"
"00399477",42,"Private",163003,"Married-spouse-absent","Tech-support","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States"
"00399577",35,"Private",95551,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,36,"United-States"
"00399677",27,"Private",125298,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States"
"00399777",54,"State-gov",198186,"Never-married","Other-service","Not-in-family","Black","Female",0,0,38,"United-States"
"00399877",37,"Private",295949,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1628,40,"United-States"
"00399977",37,"Private",182668,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States"
"00400077",28,"Private",124905,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States"
"00400177",63,"Private",171635,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
"00400277",19,"Private",376240,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,42,"United-States"
"00400377",28,"Private",157391,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States"
"00400477",23,,114357,"Never-married",,"Not-in-family","White","Male",0,0,40,"United-States"
"00400577",44,"Private",178134,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
"00400677",31,"Private",207201,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00400777",35,"Private",124483,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,50,
"00400877",64,"Private",102103,"Divorced","Priv-house-serv","Not-in-family","White","Female",0,0,50,"United-States"
"00400977",40,"Private",92036,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
"00401077",59,"Local-gov",236426,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States"
"00401177",22,"Private",400966,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
"00401277",40,"Private",404573,"Never-married","Sales","Not-in-family","White","Female",0,0,44,"United-States"
"00401377",35,"Private",227571,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico"
"00401477",20,"Private",145917,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States"
"00401577",35,"Local-gov",190226,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States"
"00401677",28,"Private",356555,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States"
"00401777",28,"Private",66473,"Divorced","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
"00401877",37,,172256,"Married-civ-spouse",,"Husband","White","Male",0,0,20,"United-States"
"00401977",72,,118902,"Married-civ-spouse",,"Husband","White","Male",0,2392,6,"United-States"
"00402077",25,"Self-emp-inc",163039,"Never-married","Sales","Not-in-family","White","Male",0,0,60,"United-States"
"00402177",37,"Private",89559,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
"00402277",19,,35507,"Never-married",,"Own-child","White","Female",0,0,45,"United-States"
"00402377",31,"Private",163303,"Divorced","Sales","Own-child","White","Female",0,0,38,"United-States"
"00402477",41,"Private",192712,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States"
"00402577",31,"Private",381153,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
"00402677",44,"Private",222434,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00402777",20,"Private",34706,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,47,"United-States"
"00402877",57,"Self-emp-not-inc",47857,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States"
"00402977",26,"Private",195216,"Divorced","Other-service","Not-in-family","White","Female",0,0,12,"United-States"
"00403077",44,"Self-emp-inc",103643,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5013,0,60,"Greece"
"00403177",29,"Local-gov",329426,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States"
"00403277",36,"Private",183612,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States"
"00403377",40,"Private",184105,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00403477",21,"Private",211385,"Never-married","Other-service","Not-in-family","Black","Male",0,0,35,"Jamaica"
"00403577",21,"Private",61777,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,70,"United-States"
"00403677",34,"Self-emp-not-inc",320194,"Separated","Prof-specialty","Unmarried","White","Male",0,0,48,"United-States"
"00403777",24,"Private",199444,"Never-married","Exec-managerial","Own-child","White","Female",0,0,15,"United-States"
"00403877",28,"Private",312588,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
"00403977",35,"Private",168675,"Separated","Transport-moving","Own-child","White","Male",0,0,50,"United-States"
"00404077",35,"Private",87556,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
"00404177",38,"State-gov",220421,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States"
"00404277",44,"Federal-gov",404599,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States"
"00404377",39,"Private",99065,"Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,40,"Poland"
"00404477",57,"Local-gov",109973,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
"00404577",19,"Private",246652,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States"
"00404677",29,"Private",57423,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States"
"00404777",23,"Private",291248,"Never-married","Machine-op-inspct","Other-relative","Black","Male",0,0,40,"United-States"
"00404877",50,"Private",163708,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States"
"00404977",51,"Self-emp-not-inc",240358,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States"
"00405077",28,"Private",25955,"Divorced","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States"
"00405177",44,"Private",101593,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
"00405277",29,"Self-emp-not-inc",227890,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States"
"00405377",31,"Private",225053,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States"
"00405477",27,"Private",228472,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
"00405577",34,"Private",245378,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
"00405677",50,"Self-emp-inc",156623,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",7688,0,50,"Philippines"
"00405777",27,"Private",35032,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
"00405877",31,"Private",258849,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States"
"00405977",46,"Private",190115,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00406077",39,"Private",63910,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States"
"00406177",40,"Private",510072,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States"
"00406277",28,"Private",210867,"Divorced","Sales","Own-child","White","Male",0,0,40,"United-States"
"00406377",18,"Private",263024,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States"
"00406477",51,"Private",306785,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
"00406577",58,"Self-emp-inc",104333,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States"
"00406677",66,"Private",340734,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
"00406777",36,"Self-emp-not-inc",288585,"Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",0,0,20,"South"
"00406877",38,"Private",241765,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,60,"United-States"
"00406977",25,"Private",111058,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States"
"00407077",25,"Private",104662,"Never-married","Other-service","Unmarried","White","Female",0,0,22,"United-States"
"00407177",90,"Private",313986,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States"
"00407277",41,"Local-gov",52037,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
"00407377",34,,146589,"Never-married",,"Unmarried","Black","Female",0,0,40,"United-States"
"00407477",33,"Private",131776,"Divorced","Prof-specialty","Unmarried","White","Female",914,0,40,"Germany"
"00407577",33,"Private",254221,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
"00407677",35,"Private",152909,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States"
"00407777",39,"Self-emp-not-inc",211785,"Never-married","Craft-repair","Own-child","Black","Female",0,0,20,"United-States"
"00407877",59,"Private",160362,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
"00407977",19,"Private",387215,"Never-married","Tech-support","Own-child","White","Male",0,1719,16,"United-States"
"00408077",39,"Private",187046,"Married-civ-spouse","Sales","Husband","White","Male",4064,0,38,"United-States"
"00408177",19,,208874,"Never-married",,"Own-child","White","Male",0,0,40,"United-States"
"00408277",27,"Private",169631,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,"United-States"
"00408377",52,"Private",202956,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
"00408477",59,"Self-emp-not-inc",80467,"Divorced","Other-service","Own-child","White","Female",0,0,24,"United-States"
"00408577",28,"Private",407672,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States"
"00408677",37,"Private",243425,"Divorced","Other-service","Other-relative","White","Female",0,0,50,"Peru"
"00408777",50,,174964,"Married-civ-spouse",,"Husband","White","Male",0,0,99,"United-States"
"00408877",36,"Private",347491,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
"00408977",34,"Private",146161,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
"00409077",23,"Private",449432,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States"
"00409177",19,,175499,"Never-married",,"Own-child","White","Female",0,0,30,"United-States"
"00409277",33,"Private",288825,"Divorced","Craft-repair","Not-in-family","White","Male",0,2258,84,"United-States"
"00409377",27,"Local-gov",134813,"Never-married","Prof-specialty","Own-child","White","Male",0,0,52,"United-States"
"00409477",31,"Local-gov",190401,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
"00409577",21,"Private",260617,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,36,"United-States"
"00409677",31,"Private",45604,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,54,"United-States"
"00409777",59,"Private",67841,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
"00409877",40,"Local-gov",244522,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,48,"United-States"
"00409977",19,"Private",430471,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States"
"00410077",47,"Private",194698,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States"
"00410177",34,"Private",94235,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States"
"00410277",57,"Private",188330,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,78,"United-States"
"00410377",51,"Local-gov",146181,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States"
"00410477",21,"Private",177125,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"United-States"
"00410577",30,"Self-emp-inc",68330,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
"00410677",46,"Private",95636,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,45,"United-States"
"00410777",40,"Private",238329,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States"
"00410877",52,"Private",416129,"Married-civ-spouse","Other-service","Not-in-family","White","Male",0,0,40,"El-Salvador"
"00410977",23,"Private",285004,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"Taiwan"
