user_id,market,market_1,log_in_date
NC-186251,APAC,APAC,2012-06-30T00:00:00
CR-128201,APAC,APAC,2012-07-02T00:00:00
JP-161351,APAC,APAC,2012-07-02T00:00:00
NP-186851,APAC,APAC,2012-07-02T00:00:00
AF-108701,APAC,APAC,2012-07-03T00:00:00
DS-130301,APAC,APAC,2012-07-03T00:00:00
MG-176501,APAC,APAC,2012-07-03T00:00:00
CS-124601,APAC,APAC,2012-07-04T00:00:00
NZ-185651,APAC,APAC,2012-07-04T00:00:00
AO-108101,APAC,APAC,2012-07-05T00:00:00
MF-182501,APAC,APAC,2012-07-05T00:00:00
VP-217301,APAC,APAC,2012-07-05T00:00:00
DB-132701,APAC,APAC,2012-07-06T00:00:00
JC-161051,APAC,APAC,2012-07-06T00:00:00
CC-123701,APAC,APAC,2012-07-07T00:00:00
MP-181751,APAC,APAC,2012-07-07T00:00:00
OT-187301,APAC,APAC,2012-07-07T00:00:00
JM-155801,APAC,APAC,2012-07-09T00:00:00
TS-211601,APAC,APAC,2012-07-10T00:00:00
TS-212051,APAC,APAC,2012-07-10T00:00:00
JH-154301,APAC,APAC,2012-07-11T00:00:00
JL-155051,APAC,APAC,2012-07-11T00:00:00
GZ-144701,APAC,APAC,2012-07-12T00:00:00
SA-208301,APAC,APAC,2012-07-12T00:00:00
TP-214151,APAC,APAC,2012-07-12T00:00:00
BF-112151,APAC,APAC,2012-07-13T00:00:00
DK-132251,APAC,APAC,2012-07-14T00:00:00
RB-197951,APAC,APAC,2012-07-14T00:00:00
MC-174251,APAC,APAC,2012-07-15T00:00:00
BF-110051,APAC,APAC,2012-07-16T00:00:00
CP-123401,APAC,APAC,2012-07-16T00:00:00
FC-142451,APAC,APAC,2012-07-16T00:00:00
ML-182651,APAC,APAC,2012-07-16T00:00:00
MM-179201,APAC,APAC,2012-07-16T00:00:00
MM-182801,APAC,APAC,2012-07-16T00:00:00
NL-183101,APAC,APAC,2012-07-17T00:00:00
VP-217301,APAC,APAC,2012-07-17T00:00:00
CS-121751,APAC,APAC,2012-07-18T00:00:00
VW-217751,APAC,APAC,2012-07-18T00:00:00
AH-100751,APAC,APAC,2012-07-19T00:00:00
GH-146651,APAC,APAC,2012-07-19T00:00:00
NP-186701,APAC,APAC,2012-07-19T00:00:00
RD-199301,APAC,APAC,2012-07-19T00:00:00
JM-155801,APAC,APAC,2012-07-20T00:00:00
AS-102251,APAC,APAC,2012-07-21T00:00:00
RW-195401,APAC,APAC,2012-07-21T00:00:00
GZ-145451,APAC,APAC,2012-07-24T00:00:00
HA-149201,APAC,APAC,2012-07-24T00:00:00
LW-169901,APAC,APAC,2012-07-24T00:00:00
JC-157751,APAC,APAC,2012-07-25T00:00:00
SW-207551,APAC,APAC,2012-07-26T00:00:00
CS-124901,APAC,APAC,2012-07-30T00:00:00
EH-141851,APAC,APAC,2012-07-30T00:00:00
GH-144251,APAC,APAC,2012-07-31T00:00:00
GM-144551,APAC,APAC,2012-07-31T00:00:00
DK-132251,APAC,APAC,2012-08-01T00:00:00
JF-154151,APAC,APAC,2012-08-01T00:00:00
JO-152801,APAC,APAC,2012-08-01T00:00:00
KD-164951,APAC,APAC,2012-08-01T00:00:00
SH-199751,APAC,APAC,2012-08-01T00:00:00
AF-108851,APAC,APAC,2012-08-02T00:00:00
KB-165851,APAC,APAC,2012-08-02T00:00:00
MC-181001,APAC,APAC,2012-08-02T00:00:00
PK-189101,APAC,APAC,2012-08-02T00:00:00
RE-194051,APAC,APAC,2012-08-02T00:00:00
SC-200201,APAC,APAC,2012-08-02T00:00:00
SC-203051,APAC,APAC,2012-08-02T00:00:00
SH-203951,APAC,APAC,2012-08-02T00:00:00
SJ-205001,APAC,APAC,2012-08-02T00:00:00
TH-211151,APAC,APAC,2012-08-02T00:00:00
GH-144251,APAC,APAC,2012-08-03T00:00:00
KH-163301,APAC,APAC,2012-08-03T00:00:00
RE-194501,APAC,APAC,2012-08-03T00:00:00
CS-121301,APAC,APAC,2012-08-06T00:00:00
TM-210101,APAC,APAC,2012-08-06T00:00:00
DK-129851,APAC,APAC,2012-08-07T00:00:00
JC-157751,APAC,APAC,2012-08-07T00:00:00
JE-154751,APAC,APAC,2012-08-07T00:00:00
AS-102401,APAC,APAC,2012-08-08T00:00:00
CY-127451,APAC,APAC,2012-08-08T00:00:00
JK-157301,APAC,APAC,2012-08-08T00:00:00
RD-195851,APAC,APAC,2012-08-08T00:00:00
SF-200651,APAC,APAC,2012-08-08T00:00:00
DG-133001,APAC,APAC,2012-08-09T00:00:00
KB-163151,APAC,APAC,2012-08-09T00:00:00
MS-177101,APAC,APAC,2012-08-09T00:00:00
NP-187001,APAC,APAC,2012-08-09T00:00:00
TS-212051,APAC,APAC,2012-08-09T00:00:00
VG-218051,APAC,APAC,2012-08-09T00:00:00
AS-106301,APAC,APAC,2012-08-10T00:00:00
BE-114101,APAC,APAC,2012-08-10T00:00:00
CT-119951,APAC,APAC,2012-08-10T00:00:00
EK-137951,APAC,APAC,2012-08-10T00:00:00
JM-161951,APAC,APAC,2012-08-10T00:00:00
LP-170801,APAC,APAC,2012-08-10T00:00:00
SC-200951,APAC,APAC,2012-08-10T00:00:00
AR-105101,APAC,APAC,2012-08-11T00:00:00
RD-197201,APAC,APAC,2012-08-11T00:00:00
AR-103451,APAC,APAC,2012-08-12T00:00:00
CW-119051,APAC,APAC,2012-08-12T00:00:00
EM-139601,APAC,APAC,2012-08-13T00:00:00
GZ-144701,APAC,APAC,2012-08-13T00:00:00
JM-161951,APAC,APAC,2012-08-13T00:00:00
LA-167801,APAC,APAC,2012-08-13T00:00:00
SS-205901,APAC,APAC,2012-08-13T00:00:00
IM-150701,APAC,APAC,2012-08-14T00:00:00
JO-155501,APAC,APAC,2012-08-14T00:00:00
LC-169601,APAC,APAC,2012-08-14T00:00:00
LS-172451,APAC,APAC,2012-08-14T00:00:00
PO-188501,APAC,APAC,2012-08-14T00:00:00
TS-215051,APAC,APAC,2012-08-14T00:00:00
CS-121301,APAC,APAC,2012-08-15T00:00:00
KM-162251,APAC,APAC,2012-08-15T00:00:00
KN-163901,APAC,APAC,2012-08-15T00:00:00
CG-125201,APAC,APAC,2012-08-16T00:00:00
EM-142001,APAC,APAC,2012-08-16T00:00:00
MD-178601,APAC,APAC,2012-08-16T00:00:00
MG-176801,APAC,APAC,2012-08-16T00:00:00
NW-184001,APAC,APAC,2012-08-16T00:00:00
SW-207551,APAC,APAC,2012-08-16T00:00:00
KH-165101,APAC,APAC,2012-08-17T00:00:00
ML-182651,APAC,APAC,2012-08-17T00:00:00
TR-213251,APAC,APAC,2012-08-17T00:00:00
CM-124451,APAC,APAC,2012-08-18T00:00:00
NM-184451,APAC,APAC,2012-08-18T00:00:00
JW-152201,APAC,APAC,2012-08-19T00:00:00
BM-117851,APAC,APAC,2012-08-20T00:00:00
CM-121601,APAC,APAC,2012-08-20T00:00:00
CS-121751,APAC,APAC,2012-08-20T00:00:00
GD-145901,APAC,APAC,2012-08-20T00:00:00
SP-205451,APAC,APAC,2012-08-20T00:00:00
TS-215051,APAC,APAC,2012-08-20T00:00:00
MF-182501,APAC,APAC,2012-08-21T00:00:00
SG-206051,APAC,APAC,2012-08-21T00:00:00
BT-115301,APAC,APAC,2012-08-22T00:00:00
Co-126401,APAC,APAC,2012-08-22T00:00:00
TG-216401,APAC,APAC,2012-08-22T00:00:00
TS-214301,APAC,APAC,2012-08-22T00:00:00
AP-109151,APAC,APAC,2012-08-23T00:00:00
DK-128351,APAC,APAC,2012-08-23T00:00:00
EB-139751,APAC,APAC,2012-08-23T00:00:00
FG-142601,APAC,APAC,2012-08-23T00:00:00
NP-186851,APAC,APAC,2012-08-23T00:00:00
PC-190001,APAC,APAC,2012-08-23T00:00:00
PH-187901,APAC,APAC,2012-08-23T00:00:00
BF-110051,APAC,APAC,2012-08-24T00:00:00
CA-122651,APAC,APAC,2012-08-24T00:00:00
FW-143951,APAC,APAC,2012-08-24T00:00:00
ZC-219101,APAC,APAC,2012-08-24T00:00:00
GR-145601,APAC,APAC,2012-08-25T00:00:00
HJ-148751,APAC,APAC,2012-08-25T00:00:00
WB-218501,APAC,APAC,2012-08-25T00:00:00
BO-113501,APAC,APAC,2012-08-26T00:00:00
BM-111401,APAC,APAC,2012-08-27T00:00:00
CD-119801,APAC,APAC,2012-08-27T00:00:00
CS-121751,APAC,APAC,2012-08-27T00:00:00
DF-131351,APAC,APAC,2012-08-27T00:00:00
EH-140051,APAC,APAC,2012-08-27T00:00:00
JE-157151,APAC,APAC,2012-08-27T00:00:00
LT-171101,APAC,APAC,2012-08-27T00:00:00
MD-173501,APAC,APAC,2012-08-27T00:00:00
ML-180401,APAC,APAC,2012-08-27T00:00:00
PW-192401,APAC,APAC,2012-08-27T00:00:00
SO-203351,APAC,APAC,2012-08-27T00:00:00
AA-103751,APAC,APAC,2012-08-28T00:00:00
BE-113351,APAC,APAC,2012-08-28T00:00:00
CK-122051,APAC,APAC,2012-08-28T00:00:00
DP-131051,APAC,APAC,2012-08-28T00:00:00
EM-142001,APAC,APAC,2012-08-28T00:00:00
JC-157751,APAC,APAC,2012-08-28T00:00:00
JK-161201,APAC,APAC,2012-08-28T00:00:00
PO-191951,APAC,APAC,2012-08-28T00:00:00
HR-147701,APAC,APAC,2012-08-29T00:00:00
SC-202301,APAC,APAC,2012-08-29T00:00:00
SM-200051,APAC,APAC,2012-08-29T00:00:00
SN-207101,APAC,APAC,2012-08-29T00:00:00
TS-213401,APAC,APAC,2012-08-29T00:00:00
AH-104651,APAC,APAC,2012-08-30T00:00:00
AS-102251,APAC,APAC,2012-08-31T00:00:00
CR-127301,APAC,APAC,2012-08-31T00:00:00
CS-118451,APAC,APAC,2012-08-31T00:00:00
DE-132551,APAC,APAC,2012-08-31T00:00:00
ME-177251,APAC,APAC,2012-08-31T00:00:00
SH-206351,APAC,APAC,2012-08-31T00:00:00
BD-116051,APAC,APAC,2012-09-01T00:00:00
TB-215201,APAC,APAC,2012-09-01T00:00:00
JE-157151,APAC,APAC,2012-09-02T00:00:00
AS-100451,APAC,APAC,2012-09-03T00:00:00
ES-140201,APAC,APAC,2012-09-03T00:00:00
JK-161201,APAC,APAC,2012-09-03T00:00:00
MP-174701,APAC,APAC,2012-09-03T00:00:00
SN-205601,APAC,APAC,2012-09-03T00:00:00
AG-104951,APAC,APAC,2012-09-04T00:00:00
AH-101951,APAC,APAC,2012-09-04T00:00:00
BB-109901,APAC,APAC,2012-09-04T00:00:00
PG-188201,APAC,APAC,2012-09-04T00:00:00
SS-204101,APAC,APAC,2012-09-04T00:00:00
AB-102551,APAC,APAC,2012-09-05T00:00:00
CV-122951,APAC,APAC,2012-09-05T00:00:00
LP-170951,APAC,APAC,2012-09-05T00:00:00
MB-173051,APAC,APAC,2012-09-05T00:00:00
PS-187601,APAC,APAC,2012-09-05T00:00:00
SW-204551,APAC,APAC,2012-09-05T00:00:00
NG-184301,APAC,APAC,2012-09-06T00:00:00
PS-189701,APAC,APAC,2012-09-06T00:00:00
SB-201701,APAC,APAC,2012-09-06T00:00:00
XP-218651,APAC,APAC,2012-09-06T00:00:00
CK-122051,APAC,APAC,2012-09-07T00:00:00
JE-157151,APAC,APAC,2012-09-07T00:00:00
JJ-154451,APAC,APAC,2012-09-07T00:00:00
JW-159551,APAC,APAC,2012-09-07T00:00:00
SZ-200351,APAC,APAC,2012-09-07T00:00:00
TB-213551,APAC,APAC,2012-09-07T00:00:00
RH-195551,APAC,APAC,2012-09-08T00:00:00
CW-119051,APAC,APAC,2012-09-10T00:00:00
JB-159251,APAC,APAC,2012-09-10T00:00:00
JL-152351,APAC,APAC,2012-09-10T00:00:00
LD-170051,APAC,APAC,2012-09-10T00:00:00
MS-177701,APAC,APAC,2012-09-10T00:00:00
MT-178151,APAC,APAC,2012-09-10T00:00:00
PN-187751,APAC,APAC,2012-09-10T00:00:00
LD-168551,APAC,APAC,2012-09-11T00:00:00
LH-171551,APAC,APAC,2012-09-11T00:00:00
MH-174551,APAC,APAC,2012-09-11T00:00:00
NM-184451,APAC,APAC,2012-09-11T00:00:00
TS-212051,APAC,APAC,2012-09-11T00:00:00
GB-145301,APAC,APAC,2012-09-12T00:00:00
JJ-157601,APAC,APAC,2012-09-12T00:00:00
JK-156251,APAC,APAC,2012-09-12T00:00:00
JL-158501,APAC,APAC,2012-09-12T00:00:00
TB-210551,APAC,APAC,2012-09-12T00:00:00
HG-148451,APAC,APAC,2012-09-13T00:00:00
NF-184751,APAC,APAC,2012-09-13T00:00:00
SW-207551,APAC,APAC,2012-09-13T00:00:00
AR-103451,APAC,APAC,2012-09-14T00:00:00
BT-114401,APAC,APAC,2012-09-14T00:00:00
CC-121451,APAC,APAC,2012-09-14T00:00:00
JC-161051,APAC,APAC,2012-09-14T00:00:00
PO-191951,APAC,APAC,2012-09-14T00:00:00
DW-135851,APAC,APAC,2012-09-15T00:00:00
GH-146651,APAC,APAC,2012-09-15T00:00:00
MC-178451,APAC,APAC,2012-09-15T00:00:00
TM-210101,APAC,APAC,2012-09-15T00:00:00
TS-215051,APAC,APAC,2012-09-15T00:00:00
SC-206951,APAC,APAC,2012-09-16T00:00:00
FM-142151,APAC,APAC,2012-09-17T00:00:00
PC-187451,APAC,APAC,2012-09-17T00:00:00
TB-211751,APAC,APAC,2012-09-17T00:00:00
AM-107051,APAC,APAC,2012-09-18T00:00:00
CM-126551,APAC,APAC,2012-09-18T00:00:00
LD-168551,APAC,APAC,2012-09-18T00:00:00
RO-197801,APAC,APAC,2012-09-18T00:00:00
CS-118451,APAC,APAC,2012-09-19T00:00:00
MP-174701,APAC,APAC,2012-09-19T00:00:00
SJ-205001,APAC,APAC,2012-09-19T00:00:00
TP-215651,APAC,APAC,2012-09-19T00:00:00
DK-130901,APAC,APAC,2012-09-20T00:00:00
JK-156401,APAC,APAC,2012-09-20T00:00:00
JO-155501,APAC,APAC,2012-09-20T00:00:00
KB-166001,APAC,APAC,2012-09-20T00:00:00
KN-164501,APAC,APAC,2012-09-20T00:00:00
RB-197051,APAC,APAC,2012-09-20T00:00:00
CS-124601,APAC,APAC,2012-09-21T00:00:00
ES-140801,APAC,APAC,2012-09-21T00:00:00
JG-151601,APAC,APAC,2012-09-21T00:00:00
MH-177851,APAC,APAC,2012-09-21T00:00:00
SC-207701,APAC,APAC,2012-09-21T00:00:00
SM-209051,APAC,APAC,2012-09-21T00:00:00
BG-117401,APAC,APAC,2012-09-22T00:00:00
LA-167801,APAC,APAC,2012-09-22T00:00:00
MC-181001,APAC,APAC,2012-09-22T00:00:00
BD-117251,APAC,APAC,2012-09-24T00:00:00
BP-111851,APAC,APAC,2012-09-24T00:00:00
CC-126101,APAC,APAC,2012-09-24T00:00:00
ML-182651,APAC,APAC,2012-09-24T00:00:00
PV-189851,APAC,APAC,2012-09-24T00:00:00
SC-203051,APAC,APAC,2012-09-24T00:00:00
AF-108701,APAC,APAC,2012-09-25T00:00:00
AF-108851,APAC,APAC,2012-09-25T00:00:00
BM-117851,APAC,APAC,2012-09-25T00:00:00
DO-136451,APAC,APAC,2012-09-25T00:00:00
JP-161351,APAC,APAC,2012-09-25T00:00:00
MG-176951,APAC,APAC,2012-09-25T00:00:00
BE-114551,APAC,APAC,2012-09-26T00:00:00
DP-131051,APAC,APAC,2012-09-26T00:00:00
LE-168101,APAC,APAC,2012-09-26T00:00:00
MC-174251,APAC,APAC,2012-09-26T00:00:00
MM-182801,APAC,APAC,2012-09-26T00:00:00
BE-114101,APAC,APAC,2012-09-27T00:00:00
MD-178601,APAC,APAC,2012-09-27T00:00:00
MK-179051,APAC,APAC,2012-09-27T00:00:00
RR-193151,APAC,APAC,2012-09-27T00:00:00
BG-110351,APAC,APAC,2012-09-28T00:00:00
EM-141401,APAC,APAC,2012-09-28T00:00:00
JH-154301,APAC,APAC,2012-09-28T00:00:00
MY-173801,APAC,APAC,2012-09-28T00:00:00
RF-197351,APAC,APAC,2012-09-28T00:00:00
SV-209351,APAC,APAC,2012-09-28T00:00:00
TG-216401,APAC,APAC,2012-09-28T00:00:00
LB-167951,APAC,APAC,2012-09-29T00:00:00
BS-115901,APAC,APAC,2012-10-01T00:00:00
CA-127751,APAC,APAC,2012-10-01T00:00:00
DL-128651,APAC,APAC,2012-10-01T00:00:00
HM-148601,APAC,APAC,2012-10-01T00:00:00
JM-155801,APAC,APAC,2012-10-01T00:00:00
PB-188051,APAC,APAC,2012-10-01T00:00:00
TH-211151,APAC,APAC,2012-10-01T00:00:00
XP-218651,APAC,APAC,2012-10-01T00:00:00
ED-138851,APAC,APAC,2012-10-02T00:00:00
MJ-177401,APAC,APAC,2012-10-02T00:00:00
NC-184151,APAC,APAC,2012-10-02T00:00:00
TC-211451,APAC,APAC,2012-10-02T00:00:00
AR-105401,APAC,APAC,2012-10-03T00:00:00
BP-112901,APAC,APAC,2012-10-03T00:00:00
DP-131051,APAC,APAC,2012-10-03T00:00:00
JB-160451,APAC,APAC,2012-10-03T00:00:00
PF-191651,APAC,APAC,2012-10-03T00:00:00
RL-196151,APAC,APAC,2012-10-03T00:00:00
CC-123701,APAC,APAC,2012-10-04T00:00:00
MK-179051,APAC,APAC,2012-10-04T00:00:00
NG-184301,APAC,APAC,2012-10-04T00:00:00
TT-210701,APAC,APAC,2012-10-04T00:00:00
AA-104801,APAC,APAC,2012-10-05T00:00:00
AD-101801,APAC,APAC,2012-10-05T00:00:00
BD-115001,APAC,APAC,2012-10-05T00:00:00
CC-124751,APAC,APAC,2012-10-05T00:00:00
CR-126251,APAC,APAC,2012-10-05T00:00:00
JW-159551,APAC,APAC,2012-10-05T00:00:00
KC-165401,APAC,APAC,2012-10-05T00:00:00
SW-202751,APAC,APAC,2012-10-05T00:00:00
TB-211901,APAC,APAC,2012-10-05T00:00:00
TC-215351,APAC,APAC,2012-10-05T00:00:00
HH-150101,APAC,APAC,2012-10-06T00:00:00
OT-187301,APAC,APAC,2012-10-06T00:00:00
PB-192101,APAC,APAC,2012-10-06T00:00:00
SZ-200351,APAC,APAC,2012-10-06T00:00:00
AC-104201,APAC,APAC,2012-10-08T00:00:00
CB-120251,APAC,APAC,2012-10-08T00:00:00
CL-127001,APAC,APAC,2012-10-08T00:00:00
GB-145301,APAC,APAC,2012-10-08T00:00:00
JP-154601,APAC,APAC,2012-10-08T00:00:00
AO-108101,APAC,APAC,2012-10-09T00:00:00
BF-110201,APAC,APAC,2012-10-09T00:00:00
BW-112001,APAC,APAC,2012-10-09T00:00:00
DB-132701,APAC,APAC,2012-10-09T00:00:00
KA-165251,APAC,APAC,2012-10-09T00:00:00
TS-213701,APAC,APAC,2012-10-09T00:00:00
CC-126101,APAC,APAC,2012-10-10T00:00:00
SW-202451,APAC,APAC,2012-10-10T00:00:00
TB-212801,APAC,APAC,2012-10-10T00:00:00
CC-125501,APAC,APAC,2012-10-11T00:00:00
ER-138551,APAC,APAC,2012-10-11T00:00:00
PG-188951,APAC,APAC,2012-10-11T00:00:00
JF-154901,APAC,APAC,2012-10-12T00:00:00
KE-164201,APAC,APAC,2012-10-12T00:00:00
PC-187451,APAC,APAC,2012-10-12T00:00:00
SC-202601,APAC,APAC,2012-10-12T00:00:00
LC-170501,APAC,APAC,2012-10-13T00:00:00
HH-150101,APAC,APAC,2012-10-15T00:00:00
TB-210551,APAC,APAC,2012-10-15T00:00:00
WB-218501,APAC,APAC,2012-10-15T00:00:00
IL-151001,APAC,APAC,2012-10-16T00:00:00
KB-166001,APAC,APAC,2012-10-16T00:00:00
LS-172451,APAC,APAC,2012-10-16T00:00:00
TM-214901,APAC,APAC,2012-10-16T00:00:00
AB-101651,APAC,APAC,2012-10-17T00:00:00
GT-146351,APAC,APAC,2012-10-17T00:00:00
JG-153101,APAC,APAC,2012-10-17T00:00:00
JM-152501,APAC,APAC,2012-10-17T00:00:00
LW-169901,APAC,APAC,2012-10-18T00:00:00
MA-179951,APAC,APAC,2012-10-18T00:00:00
NL-183101,APAC,APAC,2012-10-18T00:00:00
NR-185501,APAC,APAC,2012-10-18T00:00:00
SC-202301,APAC,APAC,2012-10-18T00:00:00
SH-199751,APAC,APAC,2012-10-18T00:00:00
SN-207101,APAC,APAC,2012-10-18T00:00:00
TB-210551,APAC,APAC,2012-10-18T00:00:00
CA-127751,APAC,APAC,2012-10-19T00:00:00
FH-142751,APAC,APAC,2012-10-19T00:00:00
HZ-149501,APAC,APAC,2012-10-19T00:00:00
MC-174251,APAC,APAC,2012-10-19T00:00:00
PO-191801,APAC,APAC,2012-10-19T00:00:00
VF-217151,APAC,APAC,2012-10-19T00:00:00
JM-155351,APAC,APAC,2012-10-20T00:00:00
PK-189101,APAC,APAC,2012-10-20T00:00:00
KM-162251,APAC,APAC,2012-10-22T00:00:00
TS-213401,APAC,APAC,2012-10-22T00:00:00
VD-216701,APAC,APAC,2012-10-22T00:00:00
VW-217751,APAC,APAC,2012-10-22T00:00:00
HG-148451,APAC,APAC,2012-10-23T00:00:00
JE-156101,APAC,APAC,2012-10-23T00:00:00
MD-173501,APAC,APAC,2012-10-23T00:00:00
PG-188951,APAC,APAC,2012-10-23T00:00:00
PO-191801,APAC,APAC,2012-10-23T00:00:00
AB-101051,APAC,APAC,2012-10-24T00:00:00
AB-101651,APAC,APAC,2012-10-24T00:00:00
AI-108551,APAC,APAC,2012-10-24T00:00:00
HM-149801,APAC,APAC,2012-10-24T00:00:00
JO-155501,APAC,APAC,2012-10-24T00:00:00
KA-165251,APAC,APAC,2012-10-24T00:00:00
KW-165701,APAC,APAC,2012-10-24T00:00:00
MT-180701,APAC,APAC,2012-10-24T00:00:00
SH-203951,APAC,APAC,2012-10-24T00:00:00
TC-211451,APAC,APAC,2012-10-24T00:00:00
CC-124751,APAC,APAC,2012-10-25T00:00:00
CC-126851,APAC,APAC,2012-10-25T00:00:00
CR-127301,APAC,APAC,2012-10-25T00:00:00
DW-131951,APAC,APAC,2012-10-25T00:00:00
LH-170201,APAC,APAC,2012-10-25T00:00:00
ML-174101,APAC,APAC,2012-10-25T00:00:00
AS-101351,APAC,APAC,2012-10-26T00:00:00
CK-123251,APAC,APAC,2012-10-26T00:00:00
MH-181151,APAC,APAC,2012-10-26T00:00:00
PF-191201,APAC,APAC,2012-10-26T00:00:00
PJ-190151,APAC,APAC,2012-10-26T00:00:00
RH-195101,APAC,APAC,2012-10-26T00:00:00
RH-196001,APAC,APAC,2012-10-26T00:00:00
RW-195401,APAC,APAC,2012-10-26T00:00:00
TP-215651,APAC,APAC,2012-10-26T00:00:00
XP-218651,APAC,APAC,2012-10-26T00:00:00
JK-157301,APAC,APAC,2012-10-27T00:00:00
KM-166601,APAC,APAC,2012-10-27T00:00:00
DP-131651,APAC,APAC,2012-10-28T00:00:00
CH-120701,APAC,APAC,2012-10-29T00:00:00
DC-128501,APAC,APAC,2012-10-29T00:00:00
HH-150101,APAC,APAC,2012-10-29T00:00:00
JM-152651,APAC,APAC,2012-10-29T00:00:00
MH-172901,APAC,APAC,2012-10-29T00:00:00
SC-202301,APAC,APAC,2012-10-29T00:00:00
SS-204101,APAC,APAC,2012-10-29T00:00:00
TP-215651,APAC,APAC,2012-10-29T00:00:00
BS-113801,APAC,APAC,2012-10-30T00:00:00
MZ-173351,APAC,APAC,2012-10-30T00:00:00
TS-210851,APAC,APAC,2012-10-30T00:00:00
BD-117251,APAC,APAC,2012-10-31T00:00:00
BN-115151,APAC,APAC,2012-10-31T00:00:00
MZ-173351,APAC,APAC,2012-10-31T00:00:00
ZD-219251,APAC,APAC,2012-10-31T00:00:00
BP-112301,APAC,APAC,2012-11-01T00:00:00
EH-141851,APAC,APAC,2012-11-01T00:00:00
EP-139151,APAC,APAC,2012-11-01T00:00:00
HG-150251,APAC,APAC,2012-11-01T00:00:00
JE-161651,APAC,APAC,2012-11-01T00:00:00
MS-175301,APAC,APAC,2012-11-01T00:00:00
SW-207551,APAC,APAC,2012-11-01T00:00:00
TB-215951,APAC,APAC,2012-11-01T00:00:00
AS-102401,APAC,APAC,2012-11-02T00:00:00
CC-126701,APAC,APAC,2012-11-02T00:00:00
JG-151151,APAC,APAC,2012-11-02T00:00:00
NM-184451,APAC,APAC,2012-11-02T00:00:00
PG-188951,APAC,APAC,2012-11-02T00:00:00
CC-126851,APAC,APAC,2012-11-05T00:00:00
MB-180851,APAC,APAC,2012-11-05T00:00:00
MY-173801,APAC,APAC,2012-11-05T00:00:00
RM-193751,APAC,APAC,2012-11-05T00:00:00
DM-130151,APAC,APAC,2012-11-06T00:00:00
SL-201551,APAC,APAC,2012-11-06T00:00:00
BT-114851,APAC,APAC,2012-11-07T00:00:00
EB-139301,APAC,APAC,2012-11-07T00:00:00
EH-139901,APAC,APAC,2012-11-07T00:00:00
ER-138551,APAC,APAC,2012-11-07T00:00:00
SW-202751,APAC,APAC,2012-11-07T00:00:00
CJ-118751,APAC,APAC,2012-11-08T00:00:00
CY-127451,APAC,APAC,2012-11-08T00:00:00
GD-145901,APAC,APAC,2012-11-08T00:00:00
GK-146201,APAC,APAC,2012-11-08T00:00:00
GM-146951,APAC,APAC,2012-11-08T00:00:00
NL-183101,APAC,APAC,2012-11-08T00:00:00
RK-193001,APAC,APAC,2012-11-08T00:00:00
AA-106451,APAC,APAC,2012-11-09T00:00:00
GA-147251,APAC,APAC,2012-11-09T00:00:00
JM-158651,APAC,APAC,2012-11-09T00:00:00
PF-192251,APAC,APAC,2012-11-09T00:00:00
RW-195401,APAC,APAC,2012-11-09T00:00:00
TS-213701,APAC,APAC,2012-11-09T00:00:00
BD-115001,APAC,APAC,2012-11-10T00:00:00
DL-134951,APAC,APAC,2012-11-12T00:00:00
LS-169751,APAC,APAC,2012-11-12T00:00:00
MH-174551,APAC,APAC,2012-11-12T00:00:00
SH-203951,APAC,APAC,2012-11-12T00:00:00
BD-116201,APAC,APAC,2012-11-13T00:00:00
BS-117551,APAC,APAC,2012-11-13T00:00:00
EJ-141551,APAC,APAC,2012-11-13T00:00:00
LO-171701,APAC,APAC,2012-11-13T00:00:00
MC-181001,APAC,APAC,2012-11-13T00:00:00
MD-178601,APAC,APAC,2012-11-13T00:00:00
SK-199901,APAC,APAC,2012-11-13T00:00:00
TC-211451,APAC,APAC,2012-11-13T00:00:00
TG-216401,APAC,APAC,2012-11-13T00:00:00
BD-116201,APAC,APAC,2012-11-14T00:00:00
GM-144401,APAC,APAC,2012-11-14T00:00:00
JB-160001,APAC,APAC,2012-11-14T00:00:00
PK-190751,APAC,APAC,2012-11-14T00:00:00
SV-203651,APAC,APAC,2012-11-14T00:00:00
TB-211901,APAC,APAC,2012-11-14T00:00:00
BM-117851,APAC,APAC,2012-11-15T00:00:00
CC-126701,APAC,APAC,2012-11-15T00:00:00
EN-137801,APAC,APAC,2012-11-15T00:00:00
JJ-157601,APAC,APAC,2012-11-15T00:00:00
NP-187001,APAC,APAC,2012-11-15T00:00:00
SG-204701,APAC,APAC,2012-11-15T00:00:00
TC-209801,APAC,APAC,2012-11-15T00:00:00
AH-100751,APAC,APAC,2012-11-16T00:00:00
DB-129101,APAC,APAC,2012-11-16T00:00:00
DM-130151,APAC,APAC,2012-11-16T00:00:00
DO-136451,APAC,APAC,2012-11-16T00:00:00
MC-175751,APAC,APAC,2012-11-16T00:00:00
PP-189551,APAC,APAC,2012-11-16T00:00:00
TC-211451,APAC,APAC,2012-11-16T00:00:00
SE-201101,APAC,APAC,2012-11-17T00:00:00
BS-113801,APAC,APAC,2012-11-19T00:00:00
EM-138251,APAC,APAC,2012-11-19T00:00:00
GT-147551,APAC,APAC,2012-11-19T00:00:00
HM-148601,APAC,APAC,2012-11-19T00:00:00
JR-156701,APAC,APAC,2012-11-19T00:00:00
PO-188651,APAC,APAC,2012-11-19T00:00:00
TS-216551,APAC,APAC,2012-11-19T00:00:00
